Customer_ID,Age,Income_Level,Location,Purchase_Intent,Price_Sensitivity,Charging_Access,Distance_to_Supercharger,Import_Duty_Impact,Local_Manufacturing_Support,Brand_Loyalty,Environmental_Concern,Tech_Savviness,Competitor_Price,Government_Incentive_Awareness
7871,50,50.16,Bangalore,0.352,0.121,Public,25.62,0.23,1,Competitor,1.0,High,59.9,High
7872,54,20.68,Bangalore,0.411,0.12,Home,59.61,0.796,1,Competitor,0.889,High,53.47,High
7873,63,53.92,Chennai,0.31,0.233,None,44.9,0.088,1,Competitor,0.646,High,59.27,Medium
7874,25,37.55,Delhi,0.164,0.111,None,57.27,0.965,0,Neutral,0.533,Medium,52.49,Low
7875,63,15.75,Hyderabad,0.373,0.161,Public,44.64,0.829,1,Competitor,0.776,Low,62.4,Low
7876,31,34.01,Pune,0.858,0.262,Public,12.51,0.014,1,Neutral,0.715,Low,68.48,Medium
7877,29,,Delhi,0.665,0.522,None,79.0,0.252,1,Neutral,0.95,High,54.77,Low
7878,38,42.57,Pune,0.625,0.11,Home,33.76,0.145,0,Competitor,1.0,Medium,60.61,High
7879,29,46.65,Hyderabad,0.372,0.082,None,1.79,0.453,0,Competitor,1.0,Medium,57.38,Low
7880,38,12.92,Chennai,0.7,0.46,Home,66.0,0.46,1,Competitor,0.433,Medium,47.7,Low
7881,21,16.67,Bangalore,0.196,0.068,None,3.32,0.762,1,Competitor,0.712,Low,59.37,Low
7882,32,37.64,Gurugram,,0.085,Public,16.18,0.335,1,Competitor,0.822,Medium,49.31,Low
7883,47,29.98,Bangalore,0.481,0.033,Public,20.82,0.401,1,Neutral,0.808,High,46.14,Medium
7884,34,26.39,Bangalore,0.411,0.06,Home,16.41,0.191,0,Neutral,0.484,High,64.3,High
7885,36,13.11,Hyderabad,0.559,0.127,None,41.74,0.188,0,Competitor,0.434,High,61.03,Low
7886,39,16.33,Gurugram,0.293,0.238,None,1.6,0.743,1,Competitor,0.155,Medium,57.2,Medium
7887,46,10.0,Chennai,0.528,0.041,Public,38.65,0.511,1,Competitor,0.618,Medium,52.46,Low
7888,18,22.11,Pune,0.187,0.555,None,40.55,0.552,0,Competitor,0.689,Medium,53.15,Medium
7889,40,30.15,Chennai,0.651,0.447,Public,0.79,0.095,0,Tesla,0.448,Low,51.04,High
7890,32,31.94,Delhi,,0.372,None,4.63,0.807,0,Competitor,0.685,Medium,45.0,Medium
7891,36,77.85,Mumbai,0.589,0.327,Home,14.09,0.44,1,Tesla,0.65,High,71.33,Medium
7892,45,10.0,Mumbai,0.524,0.207,None,23.87,0.837,1,Competitor,0.774,High,60.64,Low
7893,23,109.09,Mumbai,0.314,0.443,None,5.22,0.565,0,Competitor,0.654,Medium,51.16,Low
7894,24,54.6,Chennai,0.262,0.23,None,63.01,0.64,1,Competitor,1.0,Medium,60.63,Medium
7895,18,36.06,Mumbai,0.286,0.289,,66.87,0.426,1,Competitor,0.964,High,62.39,Low
7896,29,15.21,Gurugram,0.503,0.167,Home,1.87,0.689,1,Competitor,0.618,Low,52.9,Medium
7897,48,23.25,Gurugram,0.689,0.144,Public,6.86,0.431,1,Competitor,0.655,Medium,63.02,High
7898,33,53.74,Chennai,0.277,0.125,None,24.46,0.521,1,Neutral,0.473,Medium,54.45,High
7899,21,17.84,Chennai,0.55,0.251,None,16.55,0.443,1,Competitor,0.816,High,75.0,Medium
7900,30,57.42,Bangalore,0.603,0.435,None,65.24,0.649,0,Tesla,1.0,Medium,65.97,High
7901,20,33.42,Hyderabad,0.487,0.463,Home,22.84,0.806,1,Competitor,0.94,High,52.95,High
7902,23,33.32,Hyderabad,0.507,0.199,Home,37.91,0.923,0,Competitor,0.109,Medium,69.35,Medium
7903,38,53.82,Bangalore,0.57,0.135,Public,25.17,0.779,1,Competitor,0.6,Medium,60.98,High
7904,23,12.0,Bangalore,0.218,0.202,None,56.59,0.926,1,Competitor,0.453,High,45.0,Medium
7905,46,25.88,Hyderabad,0.259,0.048,Home,84.72,0.832,1,Competitor,0.625,Medium,63.28,Low
7906,34,30.29,Chennai,0.268,0.138,None,1.47,0.254,0,Competitor,0.572,Medium,53.14,Low
7907,35,51.98,Pune,0.622,0.337,None,60.53,0.627,1,Tesla,0.554,Medium,61.68,Low
7908,32,73.34,Gurugram,0.461,0.43,Home,30.29,0.21,1,Neutral,0.58,High,65.88,Low
7909,42,11.03,Pune,0.438,0.109,None,99.63,0.663,1,Tesla,0.46,Medium,70.87,Low
7910,42,33.62,Bangalore,0.457,0.468,Home,43.68,0.709,1,Competitor,0.644,Medium,58.42,Medium
7911,38,10.21,Pune,0.324,0.595,Public,150.0,0.094,1,Competitor,0.895,Low,75.0,Low
7912,40,33.39,Chennai,0.596,0.489,Home,21.41,0.919,0,Tesla,0.771,Medium,61.42,High
7913,32,46.92,Pune,0.185,0.381,None,37.85,0.722,1,Competitor,0.315,High,52.8,High
7914,40,23.27,Gurugram,0.293,0.456,None,27.07,0.959,1,Competitor,0.546,Medium,63.7,Medium
7915,31,75.97,Delhi,0.675,0.343,None,9.73,0.682,1,Neutral,0.888,Medium,64.18,High
7916,35,47.32,Delhi,0.365,0.432,Public,11.12,0.812,1,Tesla,0.237,Medium,49.22,High
7917,32,44.71,Chennai,0.207,0.378,None,11.99,0.819,1,Competitor,0.234,High,46.73,Medium
7918,30,37.04,Mumbai,0.617,0.401,Home,85.49,0.044,1,Tesla,0.563,Low,59.06,Low
7919,28,53.21,Hyderabad,0.6,0.111,Home,29.38,0.296,1,Neutral,0.635,High,55.64,Low
7920,39,80.19,Pune,0.569,0.515,Public,76.44,0.609,1,Competitor,0.925,Medium,49.0,Medium
7921,48,38.82,Bangalore,0.338,0.157,Public,47.24,0.153,1,Tesla,0.674,High,62.22,Low
7922,46,24.35,Chennai,0.17,0.058,None,10.1,0.535,1,Tesla,0.495,High,57.99,Low
7923,22,144.58,Hyderabad,0.7,0.184,Public,7.15,0.663,1,Competitor,0.499,Low,64.21,Medium
7924,47,38.07,Mumbai,0.479,0.462,None,32.93,0.348,1,Competitor,0.902,Medium,60.91,Medium
7925,31,30.09,Hyderabad,0.224,0.084,None,61.72,0.508,0,Tesla,0.549,Medium,56.7,Low
7926,41,51.23,Chennai,0.33,0.266,None,15.96,0.838,1,Competitor,0.261,Medium,45.0,Low
7927,25,10.0,Hyderabad,0.371,0.132,None,4.64,0.284,0,Tesla,0.151,Medium,63.18,Medium
7928,36,10.28,Pune,0.31,0.147,Home,45.3,0.948,0,Tesla,0.505,Low,57.46,High
7929,38,10.0,Hyderabad,0.148,0.512,Public,0.25,0.633,1,Competitor,0.36,Medium,60.0,Low
7930,20,10.0,Mumbai,0.757,0.708,None,8.67,0.868,1,Competitor,0.292,Low,64.11,High
7931,41,14.24,Pune,0.15,0.06,Home,27.4,0.09,1,Tesla,0.546,Low,61.37,High
7932,48,23.3,Hyderabad,0.708,0.202,Public,27.3,0.143,1,Tesla,0.697,Medium,54.21,Medium
7933,33,22.4,Pune,0.349,0.145,Public,3.25,0.93,1,Tesla,0.102,High,68.52,High
7934,48,30.76,Delhi,0.384,0.168,Public,112.96,0.036,1,Competitor,0.58,Medium,46.03,Low
7935,33,42.86,Delhi,0.667,0.455,Public,40.06,0.707,1,Tesla,0.754,High,55.58,Medium
7936,43,24.04,Pune,0.307,0.317,None,38.53,0.777,0,Tesla,0.39,Low,63.41,Low
7937,18,43.96,Bangalore,0.502,0.58,None,14.98,0.874,1,Neutral,0.53,High,66.04,Low
7938,59,79.71,Hyderabad,0.381,0.584,None,15.76,0.931,1,Neutral,0.607,High,58.25,High
7939,49,120.46,Chennai,0.408,0.24,Home,8.32,0.364,1,Competitor,0.696,High,50.71,High
7940,32,89.3,Hyderabad,0.191,0.057,None,89.21,0.304,1,Neutral,0.789,Medium,54.36,Medium
7941,18,109.84,Mumbai,0.213,0.517,None,21.06,0.327,1,Tesla,0.54,Medium,63.4,High
7942,37,31.31,Bangalore,0.541,0.474,Home,1.56,0.032,0,Tesla,0.522,Medium,57.51,Medium
7943,20,10.0,Mumbai,0.28,0.308,Home,4.58,0.13,0,Competitor,0.652,Medium,59.88,Low
7944,39,29.16,Chennai,0.323,0.086,None,4.17,0.817,0,Competitor,0.0,Medium,65.92,Medium
7945,39,13.05,Gurugram,0.187,0.476,None,23.79,0.456,1,Tesla,0.793,High,53.6,Medium
7946,25,31.65,Bangalore,0.308,0.081,None,15.29,0.067,0,Tesla,0.833,Low,67.08,Low
7947,46,10.13,Pune,0.223,0.197,None,17.76,0.506,1,Neutral,0.275,Low,57.16,Medium
7948,43,36.42,Bangalore,0.561,0.053,Public,35.96,0.291,1,Tesla,1.0,High,75.0,Low
7949,44,17.04,Pune,0.489,0.686,Home,55.14,0.495,1,Competitor,0.856,Medium,65.01,High
7950,35,16.92,Bangalore,0.347,0.136,None,64.48,0.96,1,Tesla,0.685,High,58.83,Medium
7951,20,73.33,Bangalore,0.628,0.178,None,48.35,0.767,1,Neutral,0.456,High,62.95,Low
7952,44,37.2,Hyderabad,0.27,0.213,Home,33.17,0.995,0,Competitor,0.612,Medium,62.91,Low
7953,32,33.12,Chennai,0.302,0.17,Public,44.82,0.896,0,Competitor,0.65,Medium,61.38,Low
7954,21,60.93,Bangalore,0.634,0.207,Home,48.81,0.091,1,Competitor,0.509,Medium,50.67,Low
7955,48,43.32,Mumbai,0.481,0.106,Public,33.71,0.386,1,Competitor,0.726,High,60.37,Medium
7956,55,60.11,Delhi,0.339,0.575,Public,32.91,0.451,0,Neutral,0.807,High,68.27,Low
7957,34,29.6,Pune,0.233,0.189,None,90.47,0.433,0,Competitor,0.367,Medium,59.2,Low
7958,56,57.4,Gurugram,0.274,0.195,Public,12.28,0.145,0,Neutral,0.504,Low,67.67,Medium
7959,35,10.0,Delhi,0.274,0.255,None,17.24,0.824,1,Neutral,0.553,Medium,51.15,Medium
7960,31,29.18,Chennai,0.19,0.503,Home,37.97,0.546,1,Tesla,0.673,Medium,52.99,High
7961,28,40.89,Mumbai,0.438,0.223,None,6.82,0.637,0,Tesla,0.593,Medium,63.86,High
7962,51,23.21,Bangalore,0.602,0.291,Public,29.59,0.993,1,Competitor,0.922,Medium,58.72,Medium
7963,27,30.08,Chennai,0.591,0.561,Public,150.0,0.71,1,Neutral,0.489,Medium,56.33,Medium
7964,42,62.58,Pune,0.314,0.185,Home,93.85,0.183,1,Competitor,0.751,Medium,66.6,Low
7965,29,63.95,Mumbai,0.556,0.047,None,9.5,0.946,0,Tesla,0.387,High,46.57,Low
7966,30,40.73,Pune,0.372,0.142,Home,8.88,0.164,1,Neutral,0.847,High,65.92,Medium
7967,45,82.55,Delhi,0.319,0.139,None,3.52,0.434,1,Competitor,0.928,Medium,45.0,Low
7968,31,12.52,Pune,0.42,0.231,Public,11.42,0.709,1,Neutral,0.339,Medium,46.3,Low
7969,30,26.73,Hyderabad,0.342,0.05,Public,25.5,0.464,0,Competitor,0.573,Low,56.85,Low
7970,46,27.54,Bangalore,0.096,0.115,Public,150.0,0.044,0,Competitor,0.866,High,64.59,High
7971,50,77.3,Pune,0.716,0.192,None,13.23,0.544,1,Competitor,0.415,Low,48.86,High
7972,41,47.37,Delhi,0.319,0.318,None,117.05,0.069,1,Competitor,0.242,Medium,64.8,Low
7973,28,92.43,Delhi,0.319,0.648,None,54.5,0.498,0,Competitor,0.796,High,62.01,High
7974,29,10.0,Mumbai,0.057,0.317,Home,43.9,0.314,1,Tesla,0.732,Medium,47.81,Medium
7975,35,41.63,Bangalore,0.204,0.452,Home,41.83,0.915,0,Competitor,0.769,High,53.84,Low
7976,38,33.65,Mumbai,0.439,0.057,None,7.95,0.421,1,Competitor,0.879,Medium,70.84,Low
7977,25,10.0,Bangalore,0.238,0.166,None,2.45,0.762,1,Competitor,0.778,Medium,70.21,High
7978,42,16.61,Mumbai,0.26,0.326,Public,79.0,0.306,1,Neutral,0.601,Medium,50.97,Medium
7979,35,12.65,Delhi,0.506,0.44,Public,14.4,0.388,0,Competitor,0.6,Medium,49.29,High
7980,18,46.98,Gurugram,0.23,0.345,Public,12.3,0.468,1,Tesla,0.593,Medium,45.0,High
7981,25,74.75,Pune,0.534,0.102,None,3.63,0.586,0,Neutral,0.703,Low,74.19,Low
7982,29,24.78,Delhi,0.316,0.137,None,,0.207,1,Competitor,0.599,Low,61.9,Medium
7983,34,12.13,Pune,0.261,0.033,None,50.32,0.474,0,Neutral,0.624,Low,62.73,Medium
7984,53,10.0,Hyderabad,0.468,0.376,Home,26.41,0.31,1,Tesla,0.676,Medium,63.86,High
7985,37,95.72,Delhi,0.835,0.177,None,107.39,0.443,1,Neutral,0.644,High,58.67,High
7986,26,18.5,Bangalore,0.444,0.161,Public,71.22,0.599,1,Neutral,0.666,High,57.05,Low
7987,37,10.0,Gurugram,0.399,0.198,None,11.94,0.427,0,Competitor,1.0,Medium,51.72,Medium
7988,31,20.36,Pune,0.578,0.363,Home,56.77,0.072,1,Competitor,0.819,Medium,56.03,Low
7989,38,10.0,Pune,0.507,0.054,Home,48.23,0.38,1,Neutral,0.878,Medium,66.39,High
7990,40,34.89,Chennai,0.229,0.516,None,4.11,0.114,1,Neutral,0.752,High,60.8,Low
7991,47,32.29,Hyderabad,0.464,0.078,Home,1.7,0.874,1,Tesla,0.898,Low,63.59,High
7992,34,24.61,Chennai,0.293,0.253,Public,18.97,0.303,1,Neutral,0.367,Low,75.0,Low
7993,51,10.0,Pune,0.409,0.137,Home,21.77,0.673,1,Competitor,0.197,Medium,63.71,High
7994,44,31.44,Pune,0.074,0.178,None,89.07,0.985,1,Tesla,0.807,Medium,61.67,Medium
7995,27,27.56,Mumbai,0.388,0.041,None,33.46,0.342,1,Competitor,0.815,Low,65.55,Low
7996,57,30.1,Hyderabad,0.091,0.485,None,13.99,0.111,1,Neutral,0.459,Medium,61.68,Medium
7997,38,22.29,Hyderabad,0.314,0.162,None,15.28,0.07,1,Neutral,0.468,Medium,62.95,Medium
7998,26,54.61,Mumbai,0.493,0.491,Home,21.28,0.666,0,Neutral,0.822,Medium,48.25,High
7999,51,65.2,Bangalore,0.446,0.186,Home,20.57,0.789,0,Competitor,0.785,Low,58.7,High
8000,55,10.0,Gurugram,0.277,0.218,Home,85.44,0.558,0,Neutral,0.432,Low,56.05,Medium
8001,34,51.91,Gurugram,0.332,0.052,Public,7.55,0.888,1,Competitor,0.395,High,62.54,Low
8002,29,67.87,Pune,0.344,0.292,Public,18.1,0.406,1,Competitor,0.409,Medium,64.37,High
8003,33,128.46,Delhi,0.326,0.082,Home,17.6,0.268,1,Competitor,0.699,High,67.7,Medium
8004,42,36.99,Bangalore,0.683,0.017,None,50.39,0.004,1,Tesla,0.694,Medium,64.21,Medium
8005,47,22.63,Delhi,0.274,0.13,None,18.52,0.77,1,Tesla,0.454,Low,61.34,High
8006,40,58.37,Hyderabad,0.375,0.335,Home,15.86,0.812,1,Tesla,0.716,High,59.44,Low
8007,36,22.99,Pune,0.365,0.103,None,78.03,0.314,1,Neutral,0.86,Medium,66.97,Medium
8008,49,70.52,Gurugram,0.228,0.148,None,42.81,0.877,0,Neutral,0.946,Medium,63.02,High
8009,31,29.84,Gurugram,0.085,0.333,None,42.17,0.186,0,Neutral,0.67,High,58.69,Medium
8010,45,17.05,Mumbai,0.362,0.067,Public,5.73,0.958,1,Competitor,0.698,High,61.16,Low
8011,32,35.29,Mumbai,0.495,0.467,Public,19.38,0.553,1,Neutral,0.745,Low,66.19,High
8012,39,26.79,Gurugram,0.184,0.285,Home,4.9,0.004,1,Neutral,0.743,Low,55.69,High
8013,33,24.87,Pune,0.336,0.486,None,3.34,0.393,1,Competitor,0.579,Low,68.53,High
8014,34,10.0,Chennai,0.381,0.422,Public,25.22,0.055,0,Competitor,0.538,Medium,60.2,Medium
8015,31,67.04,Chennai,0.554,0.06,Public,,0.014,1,Neutral,0.648,Medium,59.64,Low
8016,48,66.72,Chennai,0.475,0.342,None,33.66,0.23,1,Competitor,0.611,High,63.01,Medium
8017,27,45.9,Hyderabad,0.352,0.338,Home,101.76,0.23,1,Tesla,0.852,High,45.0,Low
8018,27,48.78,Delhi,0.574,0.379,Home,32.3,0.085,1,Neutral,0.833,Low,49.02,High
8019,56,14.5,Bangalore,0.471,0.215,Public,34.65,0.934,1,Neutral,0.563,Low,61.77,High
8020,44,10.0,Hyderabad,0.261,0.117,Public,57.17,0.388,1,Competitor,0.78,High,64.34,Low
8021,18,38.1,Delhi,0.446,0.466,None,72.93,0.42,1,Competitor,0.871,Medium,61.41,High
8022,29,29.4,Gurugram,0.277,0.063,Home,19.15,0.122,1,Neutral,0.658,Low,56.11,Medium
8023,18,37.45,Delhi,0.629,0.36,Home,18.99,0.495,0,Neutral,0.937,High,58.07,Low
8024,25,10.0,Chennai,0.339,0.252,None,40.31,0.328,1,Competitor,0.763,Medium,67.79,Medium
8025,18,53.26,Chennai,0.333,0.262,None,49.73,0.77,1,Tesla,0.351,High,71.0,Medium
8026,33,14.3,Chennai,0.19,0.093,Home,15.4,0.943,1,Tesla,0.742,Medium,62.57,Medium
8027,23,11.6,Delhi,0.217,0.338,Home,7.1,0.526,1,Tesla,0.763,High,62.45,Medium
8028,35,102.56,Chennai,0.426,0.433,None,11.92,0.664,1,Competitor,0.578,High,62.02,Low
8029,18,86.3,Mumbai,0.303,0.474,None,65.96,0.65,1,Neutral,0.483,Low,54.61,High
8030,35,10.0,Bangalore,0.398,0.102,None,17.88,0.585,0,Competitor,0.682,Medium,59.69,Medium
8031,30,17.63,Delhi,0.728,0.121,Public,22.08,0.702,0,Neutral,0.712,High,48.77,Low
8032,50,25.08,Mumbai,0.17,0.108,Home,40.84,0.706,0,Competitor,0.729,Medium,68.91,Low
8033,49,79.39,Gurugram,0.56,0.216,Home,0.37,0.881,0,Competitor,0.684,Low,62.54,Low
8034,42,56.31,Hyderabad,0.294,0.615,Public,53.96,0.726,1,Tesla,0.712,High,63.39,Low
8035,31,10.0,Delhi,0.369,0.308,Public,53.37,0.509,1,Neutral,0.436,Medium,59.56,High
8036,54,34.79,Gurugram,0.455,0.402,None,58.0,0.962,0,Competitor,0.8,Low,69.27,Medium
8037,19,25.2,Delhi,0.477,0.405,Home,44.43,0.992,0,Tesla,0.62,Medium,71.1,Medium
8038,20,25.88,Delhi,0.892,0.679,None,2.58,0.309,1,Tesla,0.951,Low,69.62,Low
8039,34,18.95,Mumbai,0.126,0.387,None,48.23,0.519,0,Competitor,0.964,Medium,62.34,Medium
8040,57,25.35,Pune,0.311,0.508,None,37.8,0.772,1,Neutral,0.892,High,52.25,Low
8041,32,52.01,Chennai,0.505,0.051,Home,52.86,0.908,1,Tesla,0.518,Low,75.0,Low
8042,33,27.94,Mumbai,0.424,0.328,Home,3.34,0.727,1,Competitor,0.579,Low,63.17,Low
8043,20,30.14,Mumbai,0.602,0.267,Home,24.19,0.915,1,Competitor,0.659,Medium,61.54,Low
8044,44,56.57,Chennai,0.604,0.415,Home,28.7,0.089,0,Neutral,0.699,Medium,58.09,Low
8045,44,43.98,Hyderabad,0.124,0.332,None,12.09,0.134,1,Tesla,0.558,Medium,63.99,Medium
8046,42,56.94,Pune,0.044,0.479,Public,93.01,0.621,0,Neutral,0.748,High,65.31,High
8047,28,14.68,Chennai,0.263,0.468,None,76.81,0.751,1,Tesla,0.465,High,58.34,Low
8048,27,32.79,Hyderabad,0.21,0.514,Public,2.78,0.914,1,Neutral,0.579,Medium,63.49,High
8049,22,31.96,Pune,0.689,0.29,None,17.33,0.384,1,Competitor,0.322,Medium,70.21,Medium
8050,35,28.27,Hyderabad,0.26,0.148,None,18.36,0.288,1,Competitor,0.775,Medium,51.77,Medium
8051,24,24.26,Bangalore,0.224,0.232,Home,4.18,0.286,1,Neutral,0.536,Medium,57.4,Low
8052,23,84.3,Mumbai,0.267,0.387,Home,111.66,0.422,0,Competitor,0.716,Low,56.8,High
8053,30,22.18,Hyderabad,0.355,0.475,Home,30.97,0.792,0,Neutral,0.785,High,57.76,Low
8054,30,70.38,Pune,0.535,0.707,None,17.94,0.359,1,Tesla,0.515,Medium,50.44,Low
8055,29,112.31,Delhi,0.286,0.178,Public,3.58,0.18,0,Competitor,0.699,Medium,48.9,High
8056,39,11.93,Chennai,0.348,0.145,None,27.55,0.614,1,Competitor,0.465,Medium,52.18,High
8057,35,10.0,Bangalore,0.303,0.244,Home,3.28,0.563,1,Tesla,0.966,Low,60.78,Low
8058,32,10.0,Delhi,0.379,0.644,None,32.98,0.939,0,Neutral,0.804,Medium,66.02,Low
8059,36,69.67,Delhi,0.45,0.393,None,24.13,0.304,0,Neutral,0.908,High,60.17,Low
8060,25,70.97,Delhi,0.182,0.43,None,21.93,0.905,0,Neutral,1.0,Medium,67.88,High
8061,36,12.62,Bangalore,0.61,0.727,Home,6.22,0.13,1,Tesla,0.735,Medium,67.1,Medium
8062,36,57.59,Bangalore,0.222,0.274,None,3.78,0.577,0,Neutral,0.769,Medium,73.68,Medium
8063,19,16.48,Chennai,0.542,0.083,Home,58.61,0.232,1,Neutral,0.596,Low,57.05,High
8064,44,33.74,Mumbai,0.169,0.491,Public,129.87,0.822,0,Neutral,0.742,Medium,50.65,Low
8065,26,66.5,Hyderabad,0.133,0.271,None,73.16,0.538,1,Competitor,0.766,High,71.52,Low
8066,35,44.27,Mumbai,0.52,0.531,Public,16.56,0.048,1,Competitor,0.706,Medium,69.4,Low
8067,46,15.02,Delhi,0.469,0.218,None,16.58,0.693,1,Competitor,0.312,Low,66.72,Low
8068,44,35.45,Chennai,0.48,0.194,None,4.04,0.782,1,Competitor,0.568,High,56.24,High
8069,35,23.89,Hyderabad,0.368,0.399,Home,13.43,0.208,1,Tesla,1.0,High,58.8,Medium
8070,31,57.09,Pune,0.235,0.06,None,3.06,0.89,1,Tesla,0.566,Medium,68.29,High
8071,44,43.33,Mumbai,0.094,0.175,None,110.29,0.92,1,Competitor,1.0,High,51.39,Low
8072,41,43.07,Chennai,0.354,0.317,None,5.99,0.455,1,Competitor,0.488,Medium,53.25,Low
8073,28,14.17,Bangalore,0.241,0.192,Home,14.45,0.633,0,Neutral,0.102,High,60.18,Medium
8074,27,13.76,Hyderabad,0.274,0.295,None,35.21,0.013,1,Neutral,0.562,High,65.1,High
8075,18,37.33,Delhi,0.199,0.332,Home,15.88,0.922,1,Competitor,0.471,High,45.0,Medium
8076,36,62.68,Pune,0.367,0.39,None,49.23,0.354,1,Tesla,0.596,Low,47.18,High
8077,34,96.11,Hyderabad,0.316,0.213,None,0.41,0.981,1,Competitor,0.738,High,72.05,Low
8078,46,10.0,Pune,0.153,0.243,Home,67.68,0.346,1,Competitor,0.924,Medium,64.91,Medium
8079,38,34.0,Gurugram,0.356,0.067,Home,7.71,0.47,1,Tesla,0.938,Low,59.88,High
8080,48,66.78,Gurugram,0.388,0.134,Home,3.98,0.957,1,Competitor,0.581,High,54.83,Low
8081,28,53.29,Hyderabad,0.155,0.307,None,23.83,0.674,1,Tesla,0.946,Medium,52.87,Low
8082,46,42.07,Gurugram,0.289,0.203,Public,,0.55,1,Competitor,0.934,High,52.0,High
8083,29,66.01,Delhi,0.252,0.159,None,30.26,0.656,1,Neutral,0.867,Low,58.19,Medium
8084,42,12.95,Mumbai,0.618,0.403,None,9.6,0.665,0,Tesla,0.528,Medium,51.87,High
8085,20,54.57,Chennai,0.369,0.708,None,44.76,0.453,0,Competitor,0.724,Medium,61.56,Low
8086,37,69.1,Gurugram,0.33,0.097,Home,3.41,0.144,1,Competitor,0.282,Medium,67.46,Low
8087,18,10.93,Hyderabad,0.314,0.194,Home,38.35,0.888,0,Competitor,0.544,Medium,74.98,Medium
8088,32,43.38,Bangalore,0.386,0.397,Home,150.0,0.83,1,Neutral,0.724,Low,75.0,Low
8089,39,57.54,Hyderabad,0.409,0.24,None,12.33,0.187,1,Tesla,0.683,Medium,61.44,Medium
8090,29,61.19,Mumbai,0.866,0.609,None,13.15,0.522,1,Tesla,0.772,Medium,65.37,Low
8091,24,10.0,Chennai,0.438,0.25,None,2.27,0.321,0,Neutral,0.572,Medium,63.46,High
8092,43,19.36,Delhi,0.444,0.173,Home,33.87,0.122,1,Neutral,0.505,Low,49.13,Low
8093,33,10.0,Mumbai,0.043,0.252,None,32.24,0.603,0,Neutral,0.749,Medium,57.17,Medium
8094,30,83.78,Delhi,0.309,0.1,Public,0.96,0.603,1,Neutral,0.806,Medium,47.33,Medium
8095,35,24.96,Pune,0.42,0.294,None,28.97,0.28,0,Neutral,0.61,Medium,70.89,Low
8096,61,13.01,Chennai,0.196,0.237,None,18.05,0.38,0,Competitor,0.812,High,75.0,Medium
8097,46,11.75,Mumbai,0.259,0.252,None,28.07,0.587,1,Competitor,0.461,Low,57.02,Medium
8098,46,20.26,Bangalore,0.179,0.57,Home,31.97,0.427,0,Tesla,0.529,Low,62.99,Low
8099,39,69.18,Pune,0.183,0.386,None,34.69,0.437,0,Competitor,0.583,Medium,74.34,Low
8100,36,14.65,Gurugram,0.654,0.572,Public,52.06,0.184,1,Neutral,0.548,Medium,59.15,High
8101,18,91.56,Gurugram,0.505,0.165,Home,6.12,0.618,1,Tesla,0.769,Medium,58.83,Medium
8102,28,10.0,Mumbai,0.107,0.359,Home,4.32,0.95,1,Neutral,0.778,Medium,69.9,High
8103,30,133.72,Delhi,0.1,0.34,None,29.06,0.469,0,Neutral,0.397,Medium,64.65,Medium
8104,18,20.65,Delhi,0.392,0.103,Public,107.23,0.32,1,Neutral,0.896,High,53.05,Medium
8105,23,93.08,Bangalore,0.599,0.488,Home,23.76,0.081,1,Competitor,0.64,Medium,49.15,High
8106,18,83.88,Hyderabad,0.326,0.286,Home,5.48,0.959,1,Tesla,0.532,Medium,63.58,High
8107,34,83.64,Delhi,0.665,0.604,Public,22.83,0.585,1,Competitor,0.987,Medium,68.53,Low
8108,43,31.28,Gurugram,0.659,0.158,Public,3.42,0.053,1,Competitor,0.845,Medium,49.86,Medium
8109,46,10.0,Pune,0.171,0.151,Public,88.09,0.549,1,Neutral,0.633,High,69.98,Low
8110,39,39.9,Bangalore,0.142,0.577,Home,4.92,0.92,1,Tesla,0.712,Medium,62.42,Low
8111,25,16.31,Hyderabad,0.274,0.244,None,1.44,0.002,1,Tesla,0.751,Low,72.59,Low
8112,18,84.17,Chennai,0.203,0.116,None,16.52,0.014,1,Tesla,0.759,High,58.7,Medium
8113,18,38.3,Hyderabad,0.585,0.194,Public,12.88,0.715,1,Neutral,0.703,Low,58.37,Low
8114,22,34.09,Gurugram,0.22,0.29,None,2.73,0.788,1,Neutral,0.97,Medium,57.55,Low
8115,26,17.28,Delhi,0.254,0.391,None,43.44,0.85,0,Competitor,0.519,Medium,58.11,Low
8116,33,23.02,Hyderabad,0.537,0.041,Home,44.81,0.564,1,Competitor,0.522,Medium,63.54,Low
8117,24,50.62,Mumbai,0.149,0.191,None,9.58,0.717,0,Competitor,0.419,Low,72.24,Medium
8118,38,44.52,Chennai,0.641,0.128,,23.41,0.005,1,Competitor,0.666,Medium,60.6,Low
8119,32,57.6,Hyderabad,0.708,0.229,None,15.44,0.167,0,Competitor,0.561,Medium,63.99,Medium
8120,35,60.97,Mumbai,0.279,0.367,None,40.57,0.98,1,Tesla,0.889,Medium,53.71,Low
8121,46,64.96,Mumbai,0.44,0.566,None,22.13,0.179,0,Neutral,0.596,Medium,57.45,Low
8122,23,11.35,Mumbai,0.151,0.368,None,62.76,0.787,1,Neutral,0.459,High,60.09,Low
8123,39,46.13,Bangalore,0.242,0.329,None,71.38,0.967,0,Neutral,0.818,Low,59.58,Low
8124,34,43.79,Hyderabad,0.489,0.222,Public,2.2,0.006,1,Competitor,0.471,Medium,59.38,Medium
8125,31,10.0,Gurugram,0.252,0.371,None,10.51,0.595,1,Competitor,0.836,Medium,58.62,Low
